[00:00] 我干了什么呢?这是我的Neovim,对吧?
[85:59] 以這個例子
[86:00] 那個intention
[86:02] 那個intention是
[86:05] 我要造一個能夠偷出
[86:07] 二維碼偷出數據的excel
[86:09] 這是一個intention
[86:10] 在intention space裡面
[86:12] 我要造一個excel
[86:13] 然後這個spec就是剛才說的一句話
[86:19] 然後你看到
[86:20] 我的這個spec
[86:24] 選用不同的架構
[86:25] 選用不同的實現方式
[86:26] 像剛才那種實現方式
[86:28] 就會帶來巨大的差別
[86:31] 而同樣都是滿足spec的
[86:35] 還有不同的implementation
[86:40] 哪怕是滿足同一個spec的
[86:44] 都有大量的implementation
[86:46] 所以
[86:48] 軟件工程
[86:49] 它真正的gap就在於
[86:53] 就是說這些東西之間是有gap
[86:55] 都是有gap
[86:56] 因為你的intention space裡面
[87:01] 其需求的可能是你的老闆
[87:02] 可能是你的甲方
[87:03] 它沒有任何計算機的經驗
[87:05] 它就說
[87:06] 校長說我們要一個教務系統
[87:09] 然後公司說我可以搞定
[87:12] intention就在這
[87:13] 我要教務系統
[87:14] 要做學校裡面所有同學相關
[87:16] 實行的信息化
[87:17] 沒有了就這一句話
[87:19] 然後在specification space裡面
[87:21] 又有好多好多的選擇
[87:23] 不同的方式
[87:24] 這個介面到底怎麼呈現
[87:26] 我覺得這個介面設計很糟糕
[87:28] 然後到這個介面完了以後
[87:30] 這個數據庫的schema應該怎麼定
[87:33] 對吧
[87:34] 到底應該是分哪幾張表
[87:35] 每個表裡面有哪些列
[87:37] 我到底要選擇key value型的數據庫
[87:39] 還是關係型的數據庫
[87:40] 每一個選擇都會帶來截然不同的結果
[87:46] 所以這是一個
[87:50] 這是一個
[87:54] 我看這個圖片怎麼打開
[88:00] 我看一下這個圖片
[88:04] 再開一個
[88:05] 這是一個軟件工程
[88:11] 在很早的時候的一個梗圖
[88:14] 大概是
[88:15] 就是你
[88:16] 它講就是這個gap
[88:18] 就在各個維度上
[88:20] 比如說程序員所想的
[88:22] 和這個產品經理所想的
[88:24] 和客戶所想的
[88:25] 它是完全不一樣的
[88:26] 對吧
[88:27] 這個客戶是這樣解釋他的需求的
[88:30] 然後這個project leader是這樣理解他的
[88:33] 然後分析的人又是這樣想的
[88:35] 然後這個宣傳的人
[88:37] 又是這樣宣傳的
[88:38] 然後最後實際上這個customer要的是這個
[88:41] 但是最後造出來的是
[88:44] 對吧
[88:45] 造出來是這個
[88:46] 就是這個梗圖
[88:48] 而造成這個的根本原因
[88:51] 實際上就是這些space之間的這個gap
[88:56] 而當我們談軟件工程
[88:57] 不管是軟件工程
[88:58] 還是生成式軟件工程的時候
[89:00] 我們要做的事情就是補上這些gap
[89:03] 而今天這些gap是怎麼補的
[89:06] 模型用的是猜
[89:08] 對吧
[89:09] 模型是猜
[89:10] 模型就說好
[89:11] 你既然說了這句話
[89:12] 那我猜應該是這個吧
[89:13] 我就去實現
[89:14] 為什麼
[89:15] 因為後訓練的時候
[89:17] 模型是有reward的
[89:18] 我們每個人都是reward hacker
[89:20] 對吧
[89:21] 模型受到獎勵
[89:22] 它如果任務做對了
[89:23] 做完了測試通過了
[89:24] 就會得到獎勵
[89:25] 所以它就會形成一種傾向
[89:27] 它會瘋狂地立即上手
[89:28] 去把這個任務盡可能快地完成
[89:30] 因為做得慢了
[89:31] 對吧
[89:33] 然後它能夠越來越多的
[89:35] 做一些簡單任務
[89:37] 這當然是好事
[89:38] 但是和人
[89:41] 我們人解決問題的方式還是不一樣
[89:44] 你看
[89:45] 我們作為計算機或者軟件工程的學生
[89:47] 你們是怎麼學習的
[89:50] 怎麼比補這個gap的
[89:52] 你到大一第一門課是什麼
[89:53] C語言程序設計
[89:55] 所以你先學的是這個東西裡面有什麼
[89:58] 對吧
[89:59] 你跳出你學習的框架
[90:01] 你先學的是這個implementation space
[90:03] 裡面有什麼東西
[90:04] 把這裡的東西都弄得非常熟練
[90:06] 這個需求可以這樣實現
[90:09] 這個需求可以這樣實現
[90:10] 然後你再去上什麼軟件工程課
[90:12] 這樣一點一點的
[90:13] 把你對這件事情的任務給補全
[90:17] 但是在AI時代這件事情
[90:19] 當然是發生了變化
[90:21] 你既要阻止AI去亂猜
[90:27] 你又要盡可能地發揮
[90:29] AI能夠從A到B的能力
[90:33] 這個時候
[90:35] 我想這就是我這個學期要討論的問題
[90:40] 討論的問題
[90:41] 就是我們的生成式軟件工程
[90:44] 想要告訴大家的
[90:46] 我開個頭
[90:48] 人約神話
[90:49] The mystical man-months
[90:50] 大型動物一旦陷入焦油坑就很難逃脫
[90:54] 它像泥潭一樣進去以後
[90:56] 而且冰死動物又會引來各種掠食者
[90:59] 然後他們也進了焦油坑
[91:00] 他們也出不去
[91:03] 這裡面有一個很經典的論斷
[91:07] 是如果一個團隊已經開始
[91:10] 或者一個軟件產品已經開始失敗了
[91:13] 你加進去更多的人
[91:14] 只會讓它變得更失敗
[91:15] 不會變得更成功
[91:17] 也就是說
[91:18] 就跟剛才那個QR鍵一樣
[91:20] 當一個產品已經開始
[91:23] AI已經開始產生slop的時候
[91:26] 你投入更多的token
[91:28] 你也只會讓它變得更失敗
[91:30] AI會不斷的在它失敗的東西上再往上
[91:33] 再浮起來一點
[91:35] 直到你再也付不起那個token為止
[91:37] 然後你看教務系統不就是這樣
[91:40] 我覺得每一年你打開那個教務系統
[91:45] 你都發現它增加了功能
[91:48] 你們也發現了
[91:49] 然後我的感受就是學校又花了很多納稅人的錢
[91:55] Anyway這也許不是壞事
[91:57] 因為它促進了經濟的發展
[92:01] 然後軟件工程
[92:03] 軟件工程研究的就是
[92:05] 怎麼樣在這個gap實際存在的情況下
[92:09] 把一件足夠大的事就是一個真的
[92:12] 剛才我們展示一個很小的事
[92:15] 教務系統是一個相對來說比較大的
[92:17] 就你真的去能夠掙幾百萬幾千萬的上市公司
[92:21] 那是上市公司
[92:22] 你是真的可以掙到很多錢的產業級的產品
[92:26] 然後再到你真的要做一個國民級的新的東西
[92:29] 它有一套方法論
[92:31] 然後這個方法論就是這些人在
[92:33] 投入了billions of dollars裡面得到的教訓
[92:37] 它管理了很多的人
[92:38] 每一個人都很聰明結果陷入了教用課
[92:42] 軟件工程是有技術的
[92:44] 因為打個比方
[92:48] 我們南大有很多做軟件工程的老師
[92:51] 比如說他做什麼程序分析測試的
[92:53] 那他就是說如果你生成了一個
[92:55] 你看已經在implementation space裡面
[92:57] 已經有一個代碼了
[92:59] 我能不能自動地為它生成更多的測試用力
[93:01] 或者生成一個代碼的審查的東西
[93:03] 在這個代碼不滿足specification的時候
[93:06] 或者潛在不滿足intention的時候
[93:09] 我能夠給你一個warning
[93:11] 他就做了一件在這個big picture裡面
[93:14] 非常非常微小的事情
[93:15] 然後我們有的時候
[93:16] 比如說你們在科技組裡面
[93:17] 開始加入科技組合研究的時候
[93:19] 你們就看到那個非常微小的事情
[93:21] 忘記了這個big picture其實是這樣
[93:24] 軟件工程是一個有技術
[93:26] 也有人類學
[93:27] 也有社會學
[93:28] 也有管理學的部分
[93:29] 然後恰好我覺得
[93:31] 在生成式軟件工程裡面
[93:33] 把它們變成了AI
[93:35] 你管一堆不會和你抬槓
[93:40] 只會you're absolutely right
[93:43] you're absolutely right
[93:45] 它會聽你的話的人
[93:48] 在軟件工程裡面它要研究
[93:50] 這個人不聽你話怎麼辦
[93:53] 你怎麼樣管控團隊的風險
[93:56] 這個人離職了怎麼辦
[93:58] 跳槽了怎麼辦
[93:59] 到競爭對手去怎麼辦
[94:00] 這都是軟件工程要研究的
[94:02] 然後如果你去看
[94:03] 比如說一個軟件工程研究領域的話
[94:05] 它也是一個非常廣的
[94:07] AI for SESC for AI
[94:09] 架構設計可靠性演化
[94:12] 這個軟件能不能省其生存下去
[94:14] human social aspects
[94:16] 需求這個特別特別重要
[94:18] 因為越早的時候
[94:20] 這個gap是放大的
[94:21] 相對這個槓桿
[94:23] 你在這裡微微小小的變一點
[94:25] 你會在這裡產生巨大的變化
[94:28] 所以一般來說
[94:29] 這些大型的軟件系統
[94:30] 都是在這個點上面出錯了
[94:32] 沒有做好
[94:33] 導致了整體全部的崩盤
[94:36] 而這裡面有一個
[94:37] 我覺得是我們現今教育體系的
[94:39] 一個很大的問題
[94:41] 你們從高考過來到現在
[94:43] 你們所有的考試題
[94:45] 都是分中級能點的
[94:47] 假設你大多元
[94:48] 就可以用豆包摸魚
[94:50] 那你所有上了考場的題目
[94:52] 都是如果人5分鐘解決不了
[94:55] 那這個題它一般來說就不會出了
[94:57] 所以你們長久以往
[94:59] 你們訓練的就是解決
[95:01] 就和你們訓練的那個reward
[95:03] 和agent訓練的那個reward是一樣的
[95:05] 你能不能5分鐘解決
[95:06] agent能不能5秒鐘解決
[95:08] 最後是agent它有更多的數據
[95:10] 它有更明確的反饋信號
[95:12] 所以它做得比你好
[95:14] 如果你沒有一種
[95:16] 很強的去好奇心
[95:18] 想要知道這個世界是怎麼運行的
[95:20] 一個產品到底是怎麼開發的
[95:22] 你很有可能
[95:24] 你沒有這種self motivation
[95:26] 你就沒有去訓練自己
[95:28] 去解決這種long horizon的問題
[95:30] 最後就是你解決long horizon的問題
[95:32] 還不如agent
[95:34] 這是一個
[95:35] 當然我覺得所以軟件工程挺好的
[95:37] 它有些課
[95:38] 我知道有些軟件工程
[95:39] 同學在抱怨他們的課程
[95:41] 說我上了文科
[95:43] 然後怎麼怎麼
[95:44] 你回我頭來
[95:46] 如果你能把技術
[95:48] 映射回這些文科的東西的時候
[95:50] 你會發現其實軟件工程
[95:52] 這就是一個文科
[95:54] 就是一個管理學
[95:56] 這是一本管理學的書
[95:58] 但它裡面確實有很多真實的
[96:00] 有趣的
[96:02] 實際上
[96:04] 在大語言模型的時代
[96:06] 軟件工程失敗的定義沒有變
[96:08] 就是從intent到
[96:10] statification到
[96:12] implementation的
[96:14] 翻譯錯了
[96:16] 要麼就是intent到statification不滿足
[96:18] 我做了一個東西
[96:20] 其實不是我要的
[96:22] 然後我做了一個實現
[96:24] 但是不滿足我的statification
[96:26] 比如說正確性或者信仰
[96:30] 但是今天
[96:32] 模型
[96:34] 因為它有這種reforcement learning
[96:36] 它對於這種
[96:38] 真正的長程信號的reward
[96:40] 還是做得不夠好的
[96:42] 它更多還是在怎麼樣機械的完成任務
[96:44] 所以你會發現不管是GPT
[96:46] CloudFable
[96:48] 還是我們現在用的
[96:50] BioGM或者DeepSig
[96:52] 它在面對下一個問題的時候
[96:54] 它都不會去想像我一樣
[96:56] 先去設計一個DSL
[96:58] 雖然這個模型有足夠的
[97:00] 智能可以設計一個非常好的中間語言
[97:02] 來把這個問題非常
[97:04] 乾淨漂亮可維護的解決
[97:06] 但是AI的第一反應
[97:08] 就像大家一樣
[97:10] 它已經被訓練成做題家了
[97:12] 我們現在還沒有
[97:14] 現在我覺得還沒有把
[97:16] AI怎麼樣變成一個好的設計者
[97:18] 大家都說AI現在
[97:20] 最缺的是品位
[97:22] 好的工程品位給訓練出來
[97:24] 但同時我也覺得
[97:26] 既然它能做題家
[97:28] 它為什麼不能有好的品位
[97:30] 我覺得可能是有的
[97:32] 所以我還是有危機感的
[97:34] 我覺得這門課我現在這麼教
[97:36] 可能三個月以後
[97:38] 可能還沒有結束的時候
[97:40] 我講的所有東西都已經沒用了
[97:42] 這都是有可能發生的
[97:44] 我在上著上著上著上著
[97:46] 這門課所有東西就不存在了
[97:48] 因為我其實非常確信
[97:50] 它既然能解決數學問題
[97:52] 它既然能解決這種編程裡面
[97:54] 很細碎的邏輯
[97:56] 因為它都知道這些好的設計
[97:58] 它都見過
[98:00] 它為什麼不能從它的記憶庫裡面
[98:02] 找到那個好的設計
[98:04] 然後來解決這個問題
[98:06] 所以我覺得這是一個
[98:08] 都值得我們深思的
[98:10] 問題
[98:12] 你們可以回去想一想
[98:14] 怎麼主導QRJ開發
[98:16] 怎麼設計1號的NZO
[98:18] 但是可以告訴大家的是
[98:20] GPT-5.6 Soul
[98:22] 給我的答案非常糟糕
[98:24] 這兩個設計都是
[98:26] 一定會失敗
[98:28] 它給了一定會失敗的軟件工程
[98:30] 設計
[98:32] 然後我們可能會
[98:34] 我們的做一切的方式
[98:36] 可能都會
[98:38] 都會發生變化
[98:40] 我不知道如果AI
[98:42] 連品位也選會以後
[98:44] 會發生什麼
[98:46] 所以最後一頁
[98:48] 首先古法編程已經死了
[98:50] 對吧
[98:52] 在完成一個單個任務上已經無人能敵了
[98:54] 這個軟件工程
[98:56] 暫時還沒有死
[98:58] 但我希望每一個同學
[99:00] 經過這一門課的
[99:02] 可以說是探討的
[99:04] 我也不能說我做的對
[99:06] 或者怎麼樣
[99:08] 試圖回答一個問題
[99:10] 在保研的時候你的導師問你
[99:12] 為什麼我要招你而不是買一個200刀的
[99:14] Colmax
[99:18] 怎麼接住這個問題
[99:20] 我覺得這個問題上GPT-5.6
[99:22] 回答得還挺好的
[99:24] 雖然它做不到
[99:26] 它說它能找到
[99:28] 值得解決的問題
[99:30] 用證據讓壞方向及時停下
[99:32] 並對長期結果負責
[99:34] 這是一個好的回答
[99:36] 但是我發現GPT-5.6
[99:38] 做不到
[99:40] 我今天課就到這
[99:42] 我會把今天課程的內容
[99:44] 重新切片重新整理
[99:46] 但可能不會馬上
[99:48] 我應該會有一個生肉版
[99:50] 我今天上課的流程
[99:52] 剪一下會發布一個版本
[99:54] 大家可以對比我可能是
[99:56] 精修過的版本
[99:58] 謝謝大家
